IMF Spot,Interpolation Method,Mean Frequency,Variance Frequency,Rows,Cols,Channels,Median Frequency,Skewness Frequency,Kurtosis Frequency,Mean Color,Variance Color,Median Color,Skewness Color,Kurtosis Color,File Name
IMF 4,Bicubic,23062.181748470644,5372040279.044542,300,580,2,7663.675673142857,4211109325269217.0,5.932588430449218e+21,22.040363246701503,33444.70805487319,0.6072334510620725,31648256.496384066,68494967139.016815,
IMF 5,Lanczos4,14934.633473715216,2959292089.4130416,300,580,2,4847.130808680735,2907897329002636.0,8.896283219918576e+21,33.84473784571005,17143.817435139394,6.419022911841442,12750057.278882856,21136924020.142082,
IMF 6,Bicubic,9265.218535214504,2705563137.647457,300,580,2,2823.623823398608,1.6539505482732124e+16,2.1716202641355124e+23,80.06730839134939,9631.797461175702,74.96237186352401,3473680.807970236,5095888003.9086075,
IMF 7,Bicubic,3439.698591504698,447894913.31900936,300,580,2,902.2453087819264,316119029046735.44,6.242423219650071e+20,18.077838661786483,2315.297724717319,0.0,287208.31503539963,61836059.61720558,
IMF 8,Gaussian,8.203559487633268e-12,1.84185384182886e-23,300,580,2,7.705288432672152e-12,4.966247293864743e-35,1.0924335192739995e-45,3.1705162122772426e-17,4.9262501021618e-28,0.0,2.0653574346136166e-42,8.123920960689182e-54,
IMF 1,Lanczos4,6143.821765666969,60060879.5125085,480,640,2,4004.8114629836045,2117302599480.752,1.1522198463185742e+17,0.2122751137105228,318.33848550263457,0.00830856454518919,-43509.47337382306,77742434.59079991,
IMF 2,Lanczos4,6108.148146436502,105981410.18443824,480,640,2,2126.054484299098,4274905978556.653,2.6611786461987386e+17,-0.1470065672104392,466.4200686370808,-0.00278575514048314,-4056.3003781858574,70262461.30357876,
IMF 3,Lanczos4,5974.7364711193995,167043122.81118575,480,640,2,1785.6904161301875,10509377771875.986,9.557606395385713e+17,0.4259804466629821,659.7814270865026,0.04587788273160032,-73798.03776670886,116495940.55379511,
IMF 4,Bicubic,5862.278496394066,253285125.0846608,480,640,2,1735.9310862212333,27361088374728.066,4.5163978931479926e+18,0.08065348738014576,936.3588408937013,0.04874323009304393,-148953.08930828696,150363185.88378438,
IMF 5,Bicubic,5621.910082267768,356005459.9756537,480,640,2,1662.5305145284735,74336586023279.72,3.1037950859864027e+19,2.6520903858123925,1254.7220576947193,0.4101317279132015,164631.42359953932,84134798.26869538,
IMF 6,Bilinear,6387.6901798923645,759532015.2236928,480,640,2,1841.1407022701,324369714453651.4,2.59556392072082e+20,6.736383092200682,2559.877005654078,1.5139928982909363,150504.05034144668,84971213.31362347,
IMF 7,Lanczos4,6261.2712121278855,3040307351.9088755,480,640,2,1449.1910669129836,2.292913985757204e+16,3.857469340765168e+23,60.206904429190324,6399.578102741508,46.69222773685821,80680.29044624354,119074403.60394168,
IMF 8,Lanczos4,4766.928808351635,3050209656.3740263,480,640,2,1025.5317709071944,2.893971966318055e+16,5.2366089743690806e+23,64.73906153294803,5811.891889170143,0.0,257194.46872346,68659296.23292261,
IMF 9,Gaussian,1484.5841671318226,158318996.88438517,480,640,2,338.70482816400084,50292897686228.06,2.115848319444299e+19,3.3390356834720203,511.38660578810584,0.0,79304.60386830014,13761621.345483504,
IMF 10,Gaussian,9.00207284587129e-12,2.2110760119651947e-23,480,640,2,8.478231780600357e-12,6.535978304982445e-35,1.5912107691741384e-45,4.4524569216738045e-18,3.357684555728446e-28,0.0,-1.04686012675142e-44,5.768929994220093e-55,
IMF 1,Lanczos4,4125.940736873509,16920657.432154756,159,212,2,2870.050373320169,216441280201.55975,6037823956697230.0,1.2379332405150698,1005.4701437065013,0.14706318074992342,151902.06757749774,93628226.1628097,
IMF 2,Lanczos4,4694.055554742023,43837757.13710161,159,212,2,2133.436674873493,1026795119748.5852,4.390947979956048e+16,-0.32876714245431715,1954.0842311439126,0.04271226479913637,-438542.8925003234,367294305.51719964,
IMF 3,Bicubic,4117.001661041849,76641004.01718871,159,212,2,1424.7803694385834,4992767966262.227,5.794911649321615e+17,-5.411375245151703,2747.2302104982873,-0.6491321738291858,-433801.0796149443,176022235.10790065,
IMF 4,Bilinear,3861.6275157451146,99721149.47473116,159,212,2,1312.4799448753622,7874750142086.631,1.0406337636418865e+18,-6.271556673722109,3361.442364626838,-2.213604612576745,-189634.51865769207,146901650.92605144,
IMF 5,Lanczos3,4009.830914034096,460832274.2646919,159,212,2,1101.4987613047983,589539230644398.2,1.4241064657761385e+21,77.99668789012041,8064.820292263804,75.30850201285149,179451.39636282704,179150176.79473403,
IMF 6,Lanczos4,2212.5714031441157,273092285.3746724,159,212,2,498.72208371508697,229778845270500.47,3.7503237365137873e+20,55.66831619122539,5147.975726482749,0.0,276517.1795096419,56597049.78796908,
IMF 7,Gaussian,321.3893999686282,5286289.042629152,159,212,2,61.425108220735346,175243984751.97287,6239864946334124.0,1.2071656791848455,158.43299040360063,0.0,21372.930002847428,3019894.595838786,
IMF 8,Gaussian,2.322429609575736e-12,1.4564614322294931e-24,159,212,2,2.177012429142401e-12,1.1136377085706071e-36,6.909575349498953e-48,-9.21431094604052e-17,2.032115382359514e-28,0.0,-1.7637052420421971e-43,2.6600625692204606e-55,
IMF 1,Bicubic,15950.393974751423,2530363482.5343795,389,623,2,5707.649220154922,1008530175160563.2,4.5586470182089313e+20,2.1961116571843657,11486.049893682295,-0.002667585965247077,63672311.55241864,371114253376.9909,
IMF 2,Bicubic,16868.771410837806,2970590223.3340864,389,623,2,4861.058302976248,1275876654705428.2,6.236460306170851e+20,-2.5042200415856977,13425.484473119945,-0.00443923092694605,-79905866.57460268,501755854298.9892,
IMF 3,Bicubic,4942.108454653711,197935813.5574352,389,623,2,1241.415114646041,20384973189713.074,2.847329913938345e+18,0.824793465908578,916.8480925495099,0.006531302799832509,406983.7949759793,450786610.618341,
IMF 4,Bicubic,9623.277124336408,1195144650.733018,389,623,2,2986.860206518408,404852232216930.6,1.746094283809851e+20,-2.0959133128767653,5309.277683206659,0.06250524283367764,-6212654.840873782,14620431508.800953,
IMF 5,Bicubic,10610.414041687009,1670720347.450912,389,623,2,3293.5288504042064,736065206936939.1,4.275746510470144e+20,-2.4442528033367883,7352.487806791159,-0.6446955710653364,1780202.8184120988,4779868446.961171,
IMF 6,Bicubic,8728.70568169189,2253769776.1724143,389,623,2,2359.716177920086,4105594129178540.0,2.5619599445125304e+22,36.186202998395174,8304.707346748817,12.822523432781725,610314.6370550833,1153127127.7785833,
IMF 7,Bicubic,6301.141508332909,2870046042.981735,389,623,2,1500.3457043935125,2.395131816230753e+16,3.995162680832835e+23,72.71303771955641,6719.3602439152555,61.713505215713965,272067.7175477706,183285855.58282396,
IMF 8,Bicubic,3307.815493495401,821642545.4245439,389,623,2,705.3797429963263,1047613489777477.4,3.7442322492025523e+21,22.213178120444255,2942.0791340336955,0.0,430812.0394827653,109473570.83838521,
IMF 9,Bicubic,764.7744024989943,62104018.73985879,389,623,2,143.6806750598953,11668606595243.018,2.547211316089697e+18,1.7416480917414006,255.6407888028381,0.0,39350.60375171028,6381588.182354985,
IMF 10,Gaussian,8.037583630148298e-12,1.7618184109055236e-23,389,623,2,7.55219320548676e-12,4.636410652735404e-35,1.0021134073018872e-45,5.667773589383172e-18,3.39269423329404e-28,0.0,-1.0552707968268117e-43,7.167732354314894e-55,
IMF 1,Lanczos4,5803.290815061501,35284185.30072674,266,400,2,3901.368960549599,575518068627.0637,1.8759183173283376e+16,0.3331772751592412,648.0315641900082,-0.035783492653984214,154311.71269452875,119672088.1562056,
IMF 2,Lanczos4,6287.5423234715145,89718253.17384589,266,400,2,2481.6170317346696,2805269454552.517,1.545002953716158e+17,-0.9972964297146072,1213.7745882080776,-0.01973840041154289,-273101.8497533848,226619239.024638,
IMF 3,Lanczos4,5269.64625887524,116296665.69607817,266,400,2,1567.3336830506182,6871005382224.582,8.741204905788634e+17,0.7435425975814172,1353.4493755123108,-0.03269489922174056,138753.8828709611,87947004.88971512,
IMF 4,Bicubic,5471.678548686479,194474480.50431824,266,400,2,1758.562317902125,22870660098005.53,5.639860039507249e+18,-0.14347960624405945,2109.1311677799804,0.006350814665587845,-5852.296713614396,132439669.46190396,
IMF 5,Bicubic,5348.504660118382,383912328.47106934,266,400,2,1497.1459229299815,88604608710661.39,3.612052074065281e+19,9.373596961116876,3789.192358303561,2.771363638839732,166329.94577153257,118206013.32452242,
IMF 6,Bilinear,4676.404722754455,1172144027.6202073,266,400,2,1169.019103168372,4764502574479351.0,3.5146456191208446e+22,73.40563738582995,5833.537106288388,73.24025843686387,104483.26805145654,84802973.00300582,
IMF 7,Bicubic,2564.1655488877705,440347972.9498428,266,400,2,561.6110070696836,546555914645332.4,1.6164952600132366e+21,33.80659968726513,3057.5171814190808,0.0,217238.1111641868,39581029.55456808,
IMF 8,Bilinear,595.1732904676569,29223444.89846105,266,400,2,111.73074732068129,3114850187669.7417,3.769083675834227e+17,1.9231187455474128,274.28729233702006,0.0,42519.08558175369,7167824.345357516,
IMF 9,Gaussian,4.348539642279175e-12,5.214023253420778e-24,266,400,2,4.081571233022182e-12,7.568850462820931e-36,8.812279184485137e-47,1.4428725549357767e-17,2.2672742596502067e-28,0.0,3.618550280345164e-44,3.5291689278834744e-55,
IMF 1,Bicubic,8088.137907414123,224797925.2329058,480,640,2,3943.7895320739576,20304832242894.766,2.67815137243296e+18,1.1025829311189603,943.4975271633873,0.006299086504571129,779348.7348432143,882167278.0403807,
IMF 2,Bicubic,7765.2856518776025,225394614.2692284,480,640,2,2615.936234950387,15841874641566.256,1.5973907869172662e+18,-0.5037040379873267,929.7406687150467,0.0010209717299071754,-457974.2765029842,652065828.4638245,
IMF 3,Lanczos4,7023.020803867039,241009684.0209793,480,640,2,2155.809560415602,18057697166431.61,1.86563249472212e+18,-0.023032323691289262,945.0922599825357,-0.007865103019169211,-427930.18192058266,655815869.320789,
IMF 4,Bicubic,7741.563905262981,410271956.6400706,480,640,2,2521.752917619096,51691115965454.0,9.106559316401314e+18,0.2826070465189483,1530.5313583202176,-0.014296869666382831,-708970.3389013042,1543872471.0964622,
IMF 5,Bicubic,6280.630028203812,392602221.44303083,480,640,2,1900.8657310365095,65889105416572.96,1.6940785105210175e+19,1.8673459976488935,1402.9210104426636,0.0015627232466143626,35552.656704683366,58054747.63514064,
IMF 6,Lanczos4,6649.329776714779,1647638448.350989,480,640,2,1681.3588438076824,3203854090511038.5,1.7856414001361047e+22,26.86372997025766,4785.670854632266,6.037210679949907,467619.076821488,128410243.17790914,
IMF 7,Bicubic,5981.350123377001,3183516264.073132,480,640,2,1391.5204756132755,2.990279610492965e+16,5.6339497797579074e+23,66.19039824064967,6098.299974271394,49.191080798393315,202649.01731373667,126485162.16971894,
IMF 8,Bicubic,3325.458598854432,1099066174.0780694,480,640,2,683.7569869721062,2585733486399018.5,1.7086659427125344e+22,27.49389113566073,2857.7736096304775,0.0,316358.2253757023,55404575.11329234,
IMF 9,MitchelCubic,686.9915985236947,37278001.88072068,480,640,2,146.75075762607037,5589347553464.702,1.0674498223897713e+18,1.3550026544070743,121.04795002387688,0.0,13061.799703582716,1697583.1156327284,
IMF 10,Gaussian,8.038681636001883e-12,1.7706016192137425e-23,480,640,2,7.550909678605558e-12,4.7799063546265716e-35,1.0250307138441243e-45,2.0117009909744368e-17,2.679892393069908e-28,0.0,4.909098301388426e-44,4.18991219058032e-55,
IMF 1,Lanczos4,4920.349764774555,17521735.605203856,480,640,2,3719.233971719165,144860562766.46,2865256849381354.0,-0.15266797912382282,135.8216710458354,-0.02457213281959494,3281.986062240441,2060114.6228275755,
IMF 2,Lanczos4,5643.6899607388,82428141.4041021,480,640,2,1975.8614065031147,2811161378177.196,1.6199524297375773e+17,0.040007887429899185,372.0015822369318,0.0011406730109498747,-6938.4845516892,27505075.918043755,
IMF 3,Lanczos4,5110.961295480063,110851269.63900022,480,640,2,1477.1951820519232,5063383174047.434,3.472596543056311e+17,0.22269538352138515,445.82669258287535,0.019676994344519718,13567.481275372656,33409310.36418311,
IMF 4,Bicubic,4873.834849861388,175366168.48351297,480,640,2,1359.8854353034715,14846718156987.818,1.8875511470033303e+18,0.4272230286141807,647.995978619357,0.04646191179993967,-24315.72863663171,23493819.45381612,
IMF 5,Bicubic,5511.114471615237,319766076.30058086,480,640,2,1625.503154337528,51048613368169.04,1.2943918808274786e+19,0.5302473986537232,1139.4924673180562,0.0,60765.613822578176,87076290.06861997,
IMF 6,Bicubic,6471.483895408918,763702738.491909,480,640,2,1878.672366304372,317121490915174.94,2.245059494712118e+20,5.35108947502692,2593.705822877021,0.7093650772062091,86550.81532822407,102941752.56078066,
IMF 7,Lanczos4,7268.340459099097,2715859184.657905,480,640,2,1917.888892256787,1.4751597748282886e+16,1.9918519270814232e+23,50.83837572998873,6428.1156653997805,28.336618882690075,213102.31343819175,148107153.73975703,
IMF 8,Bicubic,5136.6203384546225,1950104542.8844604,480,640,2,1220.6763568303008,7841192440834413.0,7.972957108995502e+22,40.30475353432268,4809.411645225934,0.0,461077.474751584,101191724.58986142,
IMF 9,Bilinear,1471.9724447134327,126403128.79536349,480,640,2,358.7977606042485,33248679446032.52,1.1246962246735868e+19,2.6823510623996434,411.32658025642615,0.0,69483.5973221208,12763095.664065138,
IMF 10,Gaussian,7.39366846117879e-12,1.4861568723317875e-23,480,640,2,6.953242570519033e-12,3.6192292601075935e-35,7.191949519993602e-46,3.06684654523733e-17,2.26326865555734e-28,0.0,4.2477917278536287e-44,3.696690334074041e-55,
IMF 1,Lanczos4,10077.475040211364,445334727.0892868,173,300,2,4218.1405515183005,58126589862730.95,1.1847080997037117e+19,8.494087867434203,10465.234484313212,0.023085356658849643,8490573.394675415,13591360392.854866,
IMF 2,Bicubic,14921.487554060026,1218820855.1969507,173,300,2,5482.633477598225,302425416726634.94,1.269111906393997e+20,-16.881750423172452,27489.02665723389,-0.21279101098731226,-37157364.63999444,90275379881.06424,
IMF 3,Bicubic,9516.804096141841,503307728.90702283,173,300,2,3446.943225570866,66845909228490.12,1.225045678243032e+19,4.331582829376357,11423.959723744563,0.2293002928122003,1551021.857904435,6909659944.165903,
IMF 4,Lanczos4,8714.718643927312,554661483.9061444,173,300,2,3033.3648609139577,100809428973637.77,2.8989125366584697e+19,14.313067138694484,11945.575510797264,2.585754304275845,4569905.154367045,5500544519.630373,
IMF 5,Bicubic,6292.558306908974,732762573.6592277,173,300,2,1977.8277604879504,989012368071426.2,3.006816997459227e+21,67.68488558274484,10300.429938122355,39.73502935919918,1772460.1360199116,1206465247.1179464,
IMF 6,Lanczos4,3822.924459304277,352935907.3009416,173,300,2,1090.2467207630302,242228614926136.1,4.047224711642541e+20,40.77224559239543,5419.524928129661,0.0,715011.219071941,173111743.34663892,
IMF 7,Gaussian,1044.9366090857102,17473028.194995478,173,300,2,335.7431363741815,853120460159.6127,5.342240542186753e+16,2.232509543548343,352.72150252530685,0.0,63344.41224936699,12491583.200705573,
IMF 8,Gaussian,3.318113547504053e-12,3.0303156170022767e-24,173,300,2,3.120171468122154e-12,3.4055806964803263e-36,3.0200921400057207e-47,9.13591617258019e-17,2.7051560593386163e-28,0.0,-3.543583186519632e-45,1.0491845043864254e-54,
IMF 1,Lanczos4,5212.87078895591,44076591.08092069,434,800,2,3035.5322801954444,1358627287479.154,8.885019948383085e+16,0.2449075277550193,205.1549193330059,0.012841171579002414,2020.994023394525,762126.3932234528,
IMF 2,Lanczos4,4429.9607276616725,73832724.06849457,434,800,2,836.6847958580639,4379591667956.3965,6.468923769115164e+17,-0.31566401959286305,269.07453859170954,-0.16880759418894015,714.4767621726584,1159345.97527167,
IMF 3,Lanczos4,3868.9236479774536,92099878.44408174,434,800,2,657.2524877546088,7098391138461.567,1.3670511694251884e+18,0.12745187402316105,308.36062421669993,-0.014541392999073375,-885.7456292832501,1806717.9121434875,
IMF 4,Bicubic,3374.614038962247,107737868.61228412,434,800,2,734.6080239669188,12766199274713.613,3.6365031148822144e+18,0.26187406020082393,343.03593961554884,0.005854888519586488,7256.58184578266,2741158.601325005,
IMF 5,Bicubic,3834.937347897212,190356896.02645275,434,800,2,1023.3510975559776,31772616356641.664,1.0433724070988605e+19,0.8475702527371619,589.902709023673,0.011504760263891634,21012.128992381207,6408776.351771343,
IMF 6,Lanczos4,4588.8802625888975,484355082.02975744,434,800,2,1236.5968394031402,195768296800457.7,1.666978512161435e+20,6.4705309905963215,1413.8145561597998,0.7646875175275032,14324.899522334657,22607571.729025926,
IMF 7,Bicubic,4622.857396373909,2319662082.5585713,434,800,2,1071.1753320163532,2.5742700795897964e+16,5.122072728188899e+23,59.13667526039289,3245.4598979768475,85.29872166004371,-99474.85031277048,41386996.62374755,
IMF 8,Bicubic,2614.3969801432045,1080060095.407939,434,800,2,467.2389848265376,3797228050560440.0,3.4325369093827296e+22,30.00030781984147,2230.4399609501315,0.0,103927.21254010516,12945499.376736484,
IMF 9,Bilinear,415.2341285189816,34808152.64536389,434,800,2,53.945324581931466,5377367480534.494,9.405054002433176e+17,0.9283796441842426,99.88860670530468,0.0,10880.329411807923,1218202.6095836798,
IMF 10,Gaussian,6.561025224865343e-12,1.1739578468856021e-23,434,800,2,6.169084473169633e-12,2.5296692285000676e-35,4.481646524662937e-46,2.265213106694876e-17,1.577950815531222e-28,0.0,1.4913359392504047e-44,1.4031223268597004e-55,
IMF 1,Bicubic,12859.829960098503,1741887582.3694146,480,640,2,4346.8767035799265,678149121224988.8,3.3688248218750085e+20,2.529565030367245,6202.139090379736,-0.009966179644127004,13855953.744696308,43330382258.91209,
IMF 2,Bicubic,17706.117633404196,3531265188.7513976,480,640,2,5794.841537196414,1919456264336589.5,1.3008172545644739e+21,-3.6600511784550833,12502.137197243956,0.005073514331986301,-41357211.82714646,172666633606.5841,
IMF 3,Bicubic,7343.703051459031,501283005.0044215,480,640,2,2136.415650496155,92634013565327.95,2.330290238361809e+19,0.41638947053681,1807.1605374925186,0.0002529397671150041,241741.41836754282,1006268588.5718024,
IMF 4,Bicubic,10686.325274942066,1200173641.7922592,480,640,2,3433.1577219900737,344542027450706.8,1.2493643244570924e+20,0.7834032707285594,4277.938329035871,-0.05852358757617322,1924131.5652346427,6426681991.764385,
IMF 5,Bicubic,10636.001354506416,1574687653.627155,480,640,2,3303.1575495319603,649068707885007.6,3.6424632771164806e+20,3.1668988938096825,5484.15101975647,0.21444044737453455,1895464.7788311685,6263044956.122162,
IMF 6,Lanczos4,8916.212551975577,3708831186.1581273,480,640,2,2311.80624648911,2.023168097982265e+16,2.938586575380375e+23,55.92689990659477,9203.985357821237,21.30790101371936,740172.7414283453,460082661.52061903,
IMF 7,Lanczos4,7188.4161445185755,4246089328.2907867,480,640,2,1742.0193968735157,4.300517999765078e+16,8.917931247260263e+23,74.03306832690967,8509.217603209774,37.22772524321529,847959.2169929955,291017848.6874149,
IMF 8,Bicubic,3296.6031203543102,604105471.2660623,480,640,2,803.8936047102948,427751724401945.75,6.379784580157533e+20,11.060341241565379,1879.534292372708,0.0,335342.9582566142,72045629.82827945,
IMF 9,Gaussian,488.3513752256517,9876344.518103248,480,640,2,113.34051236353814,512860957565.4058,3.0016467998329204e+16,0.20106967335962248,32.88545504826505,0.0,6448.09882302461,1407949.2840518712,
IMF 10,Gaussian,9.200392872060623e-12,2.3294751207345674e-23,480,640,2,8.635632198963411e-12,7.149305375887002e-35,1.7637616414355468e-45,5.157911135237706e-17,3.513709730835846e-28,0.0,-8.306915180206404e-44,1.891466040497578e-54,
IMF 1,Bicubic,2943.6512584913344,35358357.67508093,108,144,2,1375.5164413009384,1487768963828.5342,8.253929287696013e+16,3.1308126779419263,2820.923346768497,-0.24218733139125495,572823.5901457779,231371559.91450188,
IMF 2,Lanczos4,4079.4354082872087,104619051.6590227,108,144,2,1526.9139788057632,10835166313502.46,1.4851380718589222e+18,0.6149477608720515,7796.744068508739,-0.30497650434500034,29949.973316000567,887807884.6469469,
IMF 3,Lanczos4,2923.9380257570465,46819717.995988,108,144,2,984.8036749985744,2895148938124.1733,2.997270840070637e+17,-10.58028305605616,3448.3155563421083,-1.5398893088960537,-777533.1843120409,376274990.48936266,
IMF 4,MitchelCubic,3398.358503141208,162097299.85888168,108,144,2,1038.8617656061838,53605707655975.21,3.711711325714001e+19,55.327412556108,8104.395705259924,23.600406305887407,1042071.7641806134,407505676.21441233,
IMF 5,Bicubic,2862.5269878928552,208309257.4620428,108,144,2,806.6635463944555,135401941945842.56,1.5082291251764504e+20,79.28028891652444,7635.8882467749745,54.58591149073217,419790.2095158421,128052104.74490844,
IMF 6,Bicubic,1099.6099660416846,17895895.255582348,108,144,2,334.46880849217814,823319220391.7809,4.974349402823721e+16,7.274532049959557,1175.5429461213273,0.0,216503.7454458037,45637766.9684158,
IMF 7,Gaussian,1.5868680928332666e-12,6.810644567531103e-25,108,144,2,1.4963058880459648e-12,3.3596915298663033e-37,1.485509258490198e-48,8.059682322542448e-17,2.0570433239317394e-28,0.0,3.649246097037235e-43,3.0715566749872187e-55,
IMF 1,Lanczos4,4169.563559095775,17332844.681054257,427,640,2,2910.385245200612,206865657153.75296,5518884297041011.0,0.038951855982261516,127.04072863404,0.00812639265738768,-292.65618209674136,1300110.2908774193,
IMF 2,Lanczos4,5059.456658245862,87855519.77560271,427,640,2,1873.8931712721426,8137710206282.938,1.661531608958097e+18,1.0981510446384677,413.94929500721946,0.011026174549573938,46599.71609235176,26960570.289253745,
IMF 3,Lanczos4,4364.223348529021,74177451.11554103,427,640,2,1422.6213055046396,2871839189695.6484,1.7628186054558214e+17,0.18985246996507185,341.09355407604636,-0.02576466476206461,21762.579943732555,10194804.823420538,
IMF 4,Bicubic,3679.758353610583,88590570.00507218,427,640,2,1052.8254243174415,5261030538020.802,5.233801692019152e+17,0.32708578107656,373.6166373524405,-0.002486297749720687,3952.3456540129937,5065438.425806483,
IMF 5,Bicubic,4078.1421678668416,175219510.14944106,427,640,2,1209.8386529853938,18879938011666.88,2.918376226977442e+18,0.6554075036306423,701.6004237719493,-0.005941650268636856,40662.93784500037,28498021.77627942,
IMF 6,Bicubic,4776.55791543886,519355353.78215927,427,640,2,1256.5021103117003,237335573781443.7,2.6738603405364963e+20,8.790329310789112,1906.6691449378768,2.079026473054113,65637.04537535238,35456978.15724465,
IMF 7,Bicubic,4679.061524400923,1563200260.63602,427,640,2,1147.021893747924,1.1133220677876512e+16,1.5075087995532563e+23,52.08546320834434,3087.36022123473,54.650881474606244,50057.65912653731,38505819.5942592,
IMF 8,Bicubic,2471.547804579367,462464981.4855745,427,640,2,557.6691056418458,640422107441044.5,2.482148464992784e+21,18.485404440884302,1372.9177867812598,0.0,89285.86876043379,11430366.19438625,
IMF 9,Bilinear,577.4001291968881,37420487.76503151,427,640,2,111.49212057113284,6395991937114.824,1.4143733664205688e+18,1.6911078975698202,135.2910567215904,0.0,11104.93460178967,968292.5101479552,
IMF 10,Gaussian,5.418716464950122e-12,7.993017397008924e-24,427,640,2,5.0875712793406366e-12,1.4264901205965713e-35,2.0817563483911598e-46,4.481842947769586e-18,1.3669313537462682e-28,0.0,-6.132304934193467e-44,1.4173138222436858e-55,
IMF 1,Lanczos4,12881.857741867689,1330139690.5343404,199,300,2,4506.368058518074,477511290737820.94,3.190392843259804e+20,24.863571012506732,24441.801989203803,0.21615901353218306,26431217.28154557,38092490803.16109,
IMF 2,Lanczos4,18079.104222700826,2707013337.024559,199,300,2,6311.070056389694,1390473139145996.0,1.1971145430290056e+21,-32.61180299003036,49755.018823659695,-0.10486922373876527,-66975649.27542198,128008509655.02174,
