File Name,Shape,No IMFs,Time,RMSE,PSNR,SSIM,Variation Of Information,Adapted Rand Error
DATA/00150.jpg,"(456, 608)",10,117.0095751,1.63e-14,54.92288728,0.998679769,[0.73075244 0.72364627],"(0.326950624145959, 0.668603144893589, 0.6775551378359699)"
DATA/00151.jpg,"(182, 300)",6,35.684615,1.42e-14,56.53416231,0.998977747,[0.58705171 0.54489166],"(0.19842711003818325, 0.7690552408900909, 0.8369618045681134)"
DATA/00152.jpg,"(335, 630)",9,90.515057,1.47e-14,55.45533389,0.998816781,[0.6799072  0.67800804],"(0.2987527757338676, 0.699689374611945, 0.7028120264656734)"
DATA/00153.jpg,"(480, 640)",9,137.1589768,1.84e-14,54.92493272,0.998336013,[0.73554134 0.73320066],"(0.34136829611906494, 0.6568721366499906, 0.6604007231571761)"
DATA/00154.jpg,"(260, 400)",7,41.6806399,1.74e-14,55.46767235,0.999153855,[0.67951452 0.62532042],"(0.2817105995653969, 0.6421298950718944, 0.8149456327023105)"
DATA/00156.jpg,"(166, 250)",7,20.4519189,1.66e-14,55.53239032,0.999409243,[0.67406435 0.66852283],"(0.3062353055093101, 0.688242169750162, 0.6993765627259676)"
DATA/00160.jpg,"(350, 625)",8,108.53345459999998,1.27e-14,55.24476024,0.998809099,[0.69975862 0.69704261],"(0.31206406799022113, 0.6860606747703962, 0.6898214688886385)"
DATA/00161.jpg,"(480, 640)",9,100.501036,1.74e-14,54.82685085,0.998921549,[0.74406189 0.74241249],"(0.3451064510662103, 0.6543021974645911, 0.6554859702844574)"
DATA/00162.jpg,"(450, 600)",9,121.19780520000002,1.7e-14,54.88889394,0.999009997,[0.73815924 0.70134079],"(0.2977220278704641, 0.6525132312032011, 0.7602601685266515)"
DATA/00163.jpg,"(525, 700)",9,159.3363849,1.86e-14,54.93882208,0.998453971,[0.73221685 0.67829444],"(0.2893679186151288, 0.6329326503230204, 0.8100780556213861)"
DATA/00164.jpg,"(194, 259)",7,32.829482,1.7e-14,55.43230921,0.999129151,[0.68672849 0.68217379],"(0.3008569281808957, 0.6957770088569079, 0.7025418621087142)"
DATA/00165.jpg,"(221, 500)",8,44.17731120000001,1.3999999999999999e-14,55.94466447,0.999639916,[0.62016987 0.62269081],"(0.24610870335597634, 0.754244449989343, 0.7535384738517958)"
DATA/00167.jpg,"(275, 440)",8,44.9324388,1.42e-14,55.2748586,0.999410436,[0.6963241  0.69534521],"(0.3116319531285098, 0.6879642718294205, 0.6887722961533843)"
DATA/00168.jpg,"(480, 640)",10,88.4247463,1.66e-14,54.90827407,0.999054933,[0.73660434 0.73584741],"(0.3331525946098429, 0.6664644965926261, 0.6672307544314956)"
DATA/00169.jpg,"(104, 140)",6,11.3624147,2.31e-14,55.89386207,0.998821795,[0.62243926 0.39993803],"(0.20269247006544477, 0.681018667370044, 0.9614886745832554)"
DATA/00170.jpg,"(480, 640)",10,140.5685009,1.39e-14,55.12368569,0.998548866,[0.71404285 0.70714506],"(0.3040682858275543, 0.6926270498968543, 0.6992680640749722)"
DATA/00171.jpg,"(183, 300)",7,41.39973970000001,1.99e-14,56.18962996,0.998924209,[0.60802259 0.5991726 ],"(0.2591739848222666, 0.7320074436245205, 0.74985965421122)"
DATA/00172.jpg,"(305, 500)",9,67.9841329,1.67e-14,55.01111229,0.999165636,[0.72522434 0.72436245],"(0.3281603330164128, 0.671588745126582, 0.6720907764116668)"
DATA/00174.jpg,"(194, 259)",7,22.2002248,1.77e-14,55.17320086,0.999379792,[0.70602535 0.66734937],"(0.282231619171061, 0.6525985966659807, 0.7973981324890642)"
DATA/00176.jpg,"(768, 1024)",10,280.7055213,1.9e-14,54.67112887,0.998855486,[0.75650822 0.75450495],"(0.3430164950413144, 0.6560391318049207, 0.6579306008961144)"
DATA/00177.jpg,"(326, 700)",9,115.5473197,1.26e-14,55.73492491,0.999330693,[0.64038448 0.64059   ],"(0.2607734764800287, 0.7383855969256979, 0.7400693677134503)"
DATA/00178.jpg,"(168, 300)",6,35.0611382,2.76e-14,55.82276769,0.998724094,[0.64647351 0.41758226],"(0.18688879574440453, 0.7005837974058895, 0.9687039276146353)"
DATA/00179.jpg,"(480, 640)",10,104.1207439,1.87e-14,54.86873888,0.998878882,[0.74079442 0.73860739],"(0.33323281816001527, 0.6655633122345807, 0.667975414451117)"
