IMF Spot,Mean Frequency,Variance Frequency,Rows,Cols,Median Frequency,Skewness Frequency,Kurtosis Frequency,Mean Color,Variance Color,Median Color,Skewness Color,Kurtosis Color,Interpolation Method
IMF 1,5626.3952119999985,81803674.59,320.0,480.0,3546.370051362544,1.2834872302405964e+16,1.2269268661929587e+23,3.1611322045603267,14505.417549842869,0.4663416095698964,20452874.988310594,323728998477.7177,Bicubic
IMF 2,8434.504176999999,358207017.3,320.0,480.0,4351.084646056954,1.0378191806701309e+17,2.0271588594149692e+24,-1.9156359374795635,50072.83795003668,0.0009825532051601085,783100.1132940998,3284478666252.1504,Bicubic
IMF 3,6916.462138,282661569.5,320.0,480.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,7707.750513,437498808.0,320.0,480.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,6612.253025,436158358.4,320.0,480.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,6616.763198,1327023284.0,320.0,480.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,5251.836272,1321004541.0,320.0,480.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,1748.3884059999998,89715163.64,320.0,480.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,5.480000000000001e-12,8.16e-24,320.0,480.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,4298.079467000001,21364230.0,328.0,500.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,3808.821093,41333259.7,328.0,500.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,3456.308132,59540096.66,328.0,500.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,3214.3464559999998,80322074.17,328.0,500.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,3343.415694000001,153020016.3,328.0,500.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,3363.5964229999995,1063479773.0,328.0,500.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,2382.357560000001,752208791.0,328.0,500.0,1334.5386199979,2.5045131162100708e+16,5.30013133329688e+23,58.53087114590864,5357.440615312704,41.125315041065626,174112.42286522733,513869061.5168829,Lanczos4
IMF 8,585.5978817000001,39657443.38,328.0,500.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,4.610000000000001e-12,5.78e-24,328.0,500.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,10811.59237,400948306.0,480.0,640.0,3546.370051362544,1.2834872302405964e+16,1.2269268661929587e+23,3.1611322045603267,14505.417549842869,0.4663416095698964,20452874.988310594,323728998477.7177,Bicubic
IMF 2,16139.76395,1459234030.0,480.0,640.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,12014.81015,999336124.2,480.0,640.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,11165.5848,855681678.9,480.0,640.0,2835.470380986334,3404919718027668.5,1.262221437593294e+22,3.655587785097776,9254.097273464218,1.4548946451675617,-2006069.3279323904,34050145997.14694,Lanczos4
IMF 5,6748.605461,466459461.2,480.0,640.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,7297.587825,1287019048.0,480.0,640.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,7345.175101999997,4021582404.0,480.0,640.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,4778.991054,1644731776.0,480.0,640.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,675.6467552999999,37768547.21,480.0,640.0,137.98639448760463,8411208766296.379,2.2542343171210424e+18,1.0050646801515508,133.37327619652132,0.0,19898.38372360773,3852108.470603977,MitchelCubic
IMF 10,8.81e-12,2.12e-23,480.0,640.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,7058.993667,57314533.33,366.0,550.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,7363.384725,129782027.6,366.0,550.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,5584.450652,125253970.4,366.0,550.0,2871.540104939623,9865806389669984.0,8.091861450135822e+22,-0.13059971425730754,12852.742147659854,0.010942142167937749,-1651169.8337180838,165261777134.73566,Bicubic
IMF 4,5050.330858,169970476.7,366.0,550.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,5538.2223950000025,326225382.7,366.0,550.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,5549.832432,535383717.1,366.0,550.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,5238.989517,1085313411.0,366.0,550.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,3792.817446,512663019.8,366.0,550.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,609.4311948,9965123.412999999,366.0,550.0,198.7537672190313,47343353322892.94,5.039853876519215e+19,2.026186356047022,295.0485008267042,0.0,48052.82794445171,9138565.021014877,Bilinear
IMF 10,4.57e-12,5.71e-24,366.0,550.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,5635.718697,37345101.52,350.0,570.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,5815.115456,114994652.5,350.0,570.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,6095.547043,191588466.1,350.0,570.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,6349.6606329999995,288698726.3,350.0,570.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,5493.831314,317800406.8,350.0,570.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,5856.758536,1628502837.0,350.0,570.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,4308.775873,1967269442.0,350.0,570.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,1418.851856,159392737.0,350.0,570.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,6.67e-12,1.2199999999999995e-23,350.0,570.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,3572.981847,29217263.12,389.0,623.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,4699.975182,79439008.07,389.0,623.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,4211.2038520000015,92507636.82,389.0,623.0,2871.540104939623,9865806389669984.0,8.091861450135822e+22,-0.13059971425730754,12852.742147659854,0.010942142167937749,-1651169.8337180838,165261777134.73566,Bicubic
IMF 4,4202.308644,139354905.2,389.0,623.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,4674.011352,282373406.2,389.0,623.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,4553.220803,1315684209.0,389.0,623.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,3667.9770350000003,1259771262.0,389.0,623.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,1207.567726,103162413.1,389.0,623.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,5.49e-12,8.220000000000001e-24,389.0,623.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,3784.2689950000004,17962252.03,225.0,300.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,5047.268139,73670923.12,225.0,300.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,5070.460674,102316148.9,225.0,300.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,4896.398357,138736026.2,225.0,300.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,4384.31185,449236677.4,225.0,300.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,3661.769219,1000985542.0,225.0,300.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,1175.31252,160410945.1,225.0,300.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,319.7380036,7553579.812999999,225.0,300.0,40.72876349131032,2385628570720.1104,1.1280860173791537e+18,0.4247771112024841,61.35600203540996,0.0,9662.380967269992,1703690.806775011,Gaussian
IMF 9,4.12e-12,4.69e-24,225.0,300.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,16465.58382,827506692.2,360.0,424.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,20589.52679,2115627373.0,360.0,424.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,15150.24575,1754023589.0,360.0,424.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,13497.81435,1161245943.0,360.0,424.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,8255.724509,622913835.7,360.0,424.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,6326.189264,1080588027.0,360.0,424.0,1522.376853550507,5939226961175498.0,7.541620854292902e+22,42.02678318926053,5292.786694158729,22.712085534883105,249782.70694519387,1951064613.271659,Lanczos4
IMF 7,3551.767949,1085717176.0,360.0,424.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,711.4917145,42709313.67,360.0,424.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,6.07e-12,1e-23,360.0,424.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,3495.199041,22923405.84,183.0,300.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,4478.901175,61190893.68,183.0,300.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,3734.6381100000003,65052671.39,183.0,300.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,3735.4866009999996,100047828.4,183.0,300.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,3548.9045969999997,550443137.5,183.0,300.0,1916.7232053701766,698843584364284.6,2.188558306803759e+21,39.782665447140324,7590.062925465965,26.04743442713384,2723536.777937591,6453781658.166286,Lanczos4
IMF 6,2302.137643,325455435.7,183.0,300.0,1522.376853550507,5939226961175498.0,7.541620854292902e+22,42.02678318926053,5292.786694158729,22.712085534883105,249782.70694519387,1951064613.271659,Lanczos4
IMF 7,456.9701633,11118260.96,183.0,300.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,3.01e-12,2.4900000000000003e-24,183.0,300.0,40.72876349131032,2385628570720.1104,1.1280860173791537e+18,0.4247771112024841,61.35600203540996,0.0,9662.380967269992,1703690.806775011,Gaussian
IMF 1,10860.47869,433304019.0,513.0,640.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,14750.97577,1225500791.0,513.0,640.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,13138.807190000001,1026835812.0,513.0,640.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,10956.43925,857077836.2,513.0,640.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,8479.92109,738462281.2,513.0,640.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,7814.536151,1094776436.0,513.0,640.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,7337.944245999999,2624617041.0,513.0,640.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,6126.947155,2500534747.0,513.0,640.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,2149.023176,195009551.5,513.0,640.0,391.17583069439064,1.6710155868963014e+16,1.0107574637749576e+24,7.931574247413603,957.9553385074944,0.3726983013427717,109513.74213261773,28252253.74406579,Bicubic
IMF 10,9.15e-12,2.28e-23,513.0,640.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,5715.150258,81892410.44,375.0,500.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,6263.340828,164358983.0,375.0,500.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,5661.555342000002,191819787.5,375.0,500.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,6920.832033,401049755.8,375.0,500.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,7661.315103,684245071.1,375.0,500.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,6845.7735040000025,965586445.7,375.0,500.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,5906.146846,2042704379.0,375.0,500.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,3290.326334,483048104.8,375.0,500.0,349.201949891006,2.4857405610053204e+16,2.274698906623222e+24,8.686837899812257,947.0849380979753,3.213014178034425,97057.799027221,22994951.32792698,Bilinear
IMF 9,738.2784357,24552462.95,375.0,500.0,391.17583069439064,1.6710155868963014e+16,1.0107574637749576e+24,7.931574247413603,957.9553385074944,0.3726983013427717,109513.74213261773,28252253.74406579,Bicubic
IMF 10,6.3200000000000005e-12,1.1000000000000001e-23,375.0,500.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,4281.391589,21865185.26,500.0,700.0,3546.370051362544,1.2834872302405964e+16,1.2269268661929587e+23,3.1611322045603267,14505.417549842869,0.4663416095698964,20452874.988310594,323728998477.7177,Bicubic
IMF 2,4498.234512,55479537.25,500.0,700.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,5142.941255,118119878.5,500.0,700.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,5360.068125,208129583.5,500.0,700.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,5677.190333,353376964.5,500.0,700.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,6689.982365,964210254.7,500.0,700.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,6026.177928,2541356886.0,500.0,700.0,1334.5386199979,2.5045131162100708e+16,5.30013133329688e+23,58.53087114590864,5357.440615312704,41.125315041065626,174112.42286522733,513869061.5168829,Lanczos4
IMF 8,3812.1343799999995,1584401238.0,500.0,700.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,652.6106296,47686513.4,500.0,700.0,198.7537672190313,47343353322892.94,5.039853876519215e+19,2.026186356047022,295.0485008267042,0.0,48052.82794445171,9138565.021014877,Bilinear
IMF 10,8.02e-12,1.75e-23,500.0,700.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,12874.33525,916151324.0,768.0,1024.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,8431.910126,301235468.1,768.0,1024.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,12014.092279999999,1446925854.0,768.0,1024.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,13531.50376,2054326036.0,768.0,1024.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,10554.04356,1636460182.0,768.0,1024.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,9010.17004,1537768485.0,768.0,1024.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,11677.60775,4450990523.0,768.0,1024.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,7870.783582999998,6827863475.0,768.0,1024.0,1161.377421080872,6.751050324331535e+16,4.251656630707077e+24,46.18443462053899,4494.0462932373875,15.851058169943776,285967.308872103,93130571.82457088,Lanczos4
IMF 9,3866.110457,1517612765.0,768.0,1024.0,391.17583069439064,1.6710155868963014e+16,1.0107574637749576e+24,7.931574247413603,957.9553385074944,0.3726983013427717,109513.74213261773,28252253.74406579,Bicubic
IMF 10,459.31396860000007,31686378.25,768.0,1024.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 11,1.24e-11,4.2e-23,768.0,1024.0,20.348117123342774,4834118140845.218,2.6858607899779103e+18,0.0674007240973278,10.624840639913797,0.0,1553.227910327002,318653.58929853444,Gaussian
IMF 1,1426.499757,1646347.524,64.0,85.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,1989.121505,8222489.082,64.0,85.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,2047.2988920000007,13464737.35,64.0,85.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 5,1304.8109630000001,16944246.23,64.0,85.0,1916.7232053701766,698843584364284.6,2.188558306803759e+21,39.782665447140324,7590.062925465965,26.04743442713384,2723536.777937591,6453781658.166286,Lanczos4
IMF 6,7.03e-13,1.3699999999999998e-25,64.0,85.0,377.167673072824,435094988082575.6,2.17693487772367e+21,15.595445301421757,1638.7544453435196,12.453068911539258,131285.22584553267,50868680.5003553,Gaussian
IMF 1,29800.37085,11267513396.0,768.0,1024.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,48119.78536,33484626145.0,768.0,1024.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,41560.24215,29509901142.0,768.0,1024.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,27830.37255,12413086996.0,768.0,1024.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
