File Name,Color Mode,Resolution,Mean Pixel Value,Median Pixel Value,Max Pixel Value,Min Pixel Value,Log Trace,Difference-Axis0,Difference-Axis1,Number of IMFs,RMSE
DATA/00294.jpg,Grey,"(480, 640)",122.8130697,104.0,255,0,10.89431045,245,241,9,11.97028844
DATA/00295.jpg,Grey,"(480, 640)",123.9827409,122.0,255,0,11.04024626,187,206,9,8.538363686
DATA/00296.jpg,Grey,"(480, 640)",102.950446,99.0,255,0,10.82496481,179,201,8,6.688098087
DATA/00297.jpg,Grey,"(480, 640)",115.2585579,99.0,255,0,10.89060947,175,166,9,12.00047596
DATA/00298.jpg,Grey,"(271, 409)",118.5648734,104.0,255,0,10.2913995,144,177,8,16.87470146
DATA/00299.jpg,Grey,"(768, 1024)",113.4814644,118.0,255,0,11.51384504,168,185,11,13.11506197
DATA/00300.jpg,Grey,"(768, 1024)",106.942126,93.0,255,0,11.5760411,209,213,11,14.05302016
DATA/00301.jpg,Grey,"(241, 300)",212.728769,255.0,255,0,10.79487065,215,213,7,36.77032061
DATA/00302.jpg,Grey,"(189, 300)",87.08597884,82.0,255,0,9.647304147,198,214,8,12.85050605
DATA/00303.jpg,Grey,"(225, 300)",148.146637,161.0,255,0,10.45360119,228,222,7,16.16955423
DATA/00304.jpg,Grey,"(191, 264)",94.95502142,84.0,255,0,10.07643195,254,243,7,17.03349841
DATA/00305.jpg,Grey,"(134, 200)",112.3663433,102.0,255,0,9.151227107,192,190,7,14.66511549
DATA/00306.jpg,Grey,"(480, 640)",117.3301432,115.0,255,0,11.01610136,184,159,9,18.49871289
DATA/00308.jpg,Grey,"(480, 800)",123.4866693,136.0,255,0,10.97164063,176,177,9,11.85978187
DATA/00309.jpg,Grey,"(480, 640)",100.8364063,91.0,255,0,10.72577525,212,243,9,11.04813835
DATA/00310.jpg,Grey,"(360, 424)",141.25933569999995,141.0,255,0,10.7606438,245,206,9,15.55186173
DATA/00311.jpg,Grey,"(280, 280)",97.04399235,85.0,255,2,10.29529313,177,175,8,19.18811589
DATA/00312.jpg,Grey,"(480, 640)",105.5354264,92.0,255,0,10.95282206,181,182,9,10.38983698
DATA/00313.jpg,Grey,"(334, 500)",121.3094251,121.0,255,0,10.4405071,186,180,9,15.64649585
DATA/00314.jpg,Grey,"(480, 640)",126.2563411,108.0,255,0,10.73162444,172,137,9,8.068511504
DATA/00316.jpg,Grey,"(210, 292)",103.1572407,99.0,255,0,10.1412044,176,172,8,12.80174919
DATA/00317.jpg,Grey,"(224, 300)",94.34587798,81.0,242,0,9.964159232,182,140,8,28.65244328
DATA/00318.jpg,Grey,"(416, 625)",102.80915,93.0,255,0,10.52937251,191,189,9,15.27948387
DATA/00319.jpg,Grey,"(431, 575)",110.3697286,103.0,255,0,10.68290417,243,254,9,24.36087424
DATA/00320.jpg,Grey,"(300, 514)",139.74800259999998,144.0,255,0,10.71397323,255,255,9,32.46243892
DATA/00321.jpg,Grey,"(480, 640)",142.9805143,127.0,255,19,11.16949105,136,113,9,15.71900648
DATA/00322.jpg,Grey,"(768, 1024)",144.75214,149.0,255,0,11.61841997,157,146,10,3.93140229
DATA/00323.jpg,Grey,"(536, 800)",96.6018097,102.0,255,0,10.92114283,168,160,9,9.297267168
DATA/00324.jpg,Grey,"(131, 210)",147.7538713,174.0,255,0,9.76663637,184,183,6,1.59e-14
DATA/00325.jpg,Grey,"(200, 300)",130.5510333,146.0,255,0,10.00581848,207,186,8,19.15401108
DATA/00326.jpg,Grey,"(261, 450)",96.6045977,85.0,255,0,9.935276875,196,201,8,10.30354999
DATA/00327.jpg,Grey,"(366, 550)",133.2879384,133.0,255,0,10.68370652,255,255,8,1.76e-14
DATA/00328.jpg,Grey,"(199, 300)",144.8913903,135.0,255,24,10.35006261,123,141,7,13.50567003
DATA/00329.jpg,Grey,"(500, 700)",122.2944514,112.0,255,0,10.99842644,169,149,9,12.6809584
DATA/00330.jpg,Grey,"(333, 500)",176.0917357,185.0,255,0,10.90227951,233,243,9,17.44035043
DATA/00331.jpg,Grey,"(480, 640)",114.70378909999998,110.0,255,0,10.98053566,254,247,10,13.01361424
DATA/00332.jpg,Grey,"(396, 660)",187.0130318,232.0,255,0,11.13509984,255,253,10,21.66069232
DATA/00333.jpg,Grey,"(354, 500)",151.0361073,176.0,255,0,10.93346405,201,194,9,19.99980013
DATA/00334.jpg,Grey,"(900, 1440)",119.2970039,100.0,255,0,11.25220984,193,204,10,1.124051077
DATA/00335.jpg,Grey,"(194, 259)",118.2820722,120.0,255,0,9.6970782,186,167,7,18.67662463
DATA/00336.jpg,Grey,"(1080, 1920)",148.15076630000004,171.0,255,0,12.05449947,216,230,11,9.158277895
DATA/00337.jpg,Grey,"(368, 550)",159.6997332,206.0,255,0,10.91879069,223,207,9,30.55498813
DATA/00338.jpg,Grey,"(360, 480)",143.7200868,163.0,255,3,10.68368361,190,185,9,16.25998246
DATA/00339.jpg,Grey,"(183, 276)",108.8779203,67.0,255,0,9.931880627,210,232,8,23.5886457
DATA/00340.jpg,Grey,"(406, 600)",36.66106322,12.0,255,0,9.48501319,255,255,9,13.50921858
DATA/00341.jpg,Grey,"(768, 1024)",106.4525719,84.0,255,12,11.13534786,234,208,11,7.899890057999999
DATA/00342.jpg,Grey,"(473, 630)",132.4173059,131.0,255,0,11.04724846,196,188,9,13.36700715
DATA/00343.jpg,Grey,"(600, 800)",129.3285625,108.0,255,13,10.9156156,180,174,9,9.327015517000001
DATA/00344.jpg,Grey,"(537, 800)",126.679148,131.0,255,0,11.01411075,198,194,9,12.31291369
DATA/00345.jpg,Grey,"(194, 259)",130.8131792,91.0,255,0,9.856186279,221,222,8,43.64515086
DATA/00347.jpg,Grey,"(768, 1024)",147.5765355,157.0,255,0,11.69220908,200,165,11,12.05202951
DATA/00348.jpg,Grey,"(295, 540)",186.6025235,241.0,255,0,10.91891749,184,199,7,23.32613548
DATA/00349.jpg,Grey,"(752, 1000)",129.6353085,119.0,255,3,11.45086919,179,177,10,11.213745199999998
DATA/00350.jpg,Grey,"(194, 259)",111.8827966,121.0,255,0,9.997296606,194,192,8,19.64635807
DATA/00351.jpg,Grey,"(321, 500)",120.22116509999998,116.0,255,0,10.47254435,243,247,8,9.145818009
DATA/00352.jpg,Grey,"(360, 480)",98.97332755,92.0,255,0,10.43535034,212,142,8,0.057409761
